mV,TTX1.Y1_c0799A,TTX1.Y2_c0799A,TTX1.Y3_c0799A,TTX1.Y4_c0799A,TTX2.Y1_c0799A,TTX2.Y2_c0799A,TTX2.Y3_c0799A,TTX2.Y4_c0799A,XE1.Y1_c0799A,XE1.Y2_c0799A,XE1.Y3_c0799A,XE1.Y4_c0799A,XE2.Y1_c0799A,XE2.Y2_c0799A,XE2.Y3_c0799A,XE2.Y4_c0799A,TTX1.Y1_c0799B,TTX1.Y2_c0799B,TTX1.Y3_c0799B,TTX1.Y4_c0799B,TTX2.Y1_c0799B,TTX2.Y2_c0799B,TTX2.Y3_c0799B,TTX2.Y4_c0799B,XE1.Y1_c0799B,XE1.Y2_c0799B,XE1.Y3_c0799B,XE1.Y4_c0799B,XE2.Y1_c0799B,XE2.Y2_c0799B,XE2.Y3_c0799B,XE2.Y4_c0799B,TTX1.Y1_c0798A,TTX1.Y2_c0798A,TTX1.Y3_c0798A,TTX1.Y4_c0798A,TTX2.Y1_c0798A,TTX2.Y2_c0798A,TTX2.Y3_c0798A,TTX2.Y4_c0798A,XE1.Y1_c0798A,XE1.Y2_c0798A,XE1.Y3_c0798A,XE1.Y4_c0798A,XE2.Y1_c0798A,XE2.Y2_c0798A,XE2.Y3_c0798A,XE2.Y4_c0798A,TTX1.Y1_c0798B,TTX1.Y2_c0798B,TTX1.Y3_c0798B,TTX1.Y4_c0798B,TTX2.Y1_c0798B,TTX2.Y2_c0798B,TTX2.Y3_c0798B,TTX2.Y4_c0798B,XE1.Y1_c0798B,XE1.Y2_c0798B,XE1.Y3_c0798B,XE1.Y4_c0798B,XE2.Y1_c0798B,XE2.Y2_c0798B,XE2.Y3_c0798B,XE2.Y4_c0798B,TTX1.Y1_c0812A,TTX1.Y2_c0812A,TTX1.Y3_c0812A,TTX1.Y4_c0812A,TTX2.Y1_c0812A,TTX2.Y2_c0812A,TTX2.Y3_c0812A,TTX2.Y4_c0812A,XE1.Y1_c0812A,XE1.Y2_c0812A,XE1.Y3_c0812A,XE1.Y4_c0812A,XE2.Y1_c0812A,XE2.Y2_c0812A,XE2.Y3_c0812A,XE2.Y4_c0812A,TTX1.Y1_c0818A,TTX1.Y2_c0818A,TTX1.Y3_c0818A,TTX1.Y4_c0818A,TTX2.Y1_c0818A,TTX2.Y2_c0818A,TTX2.Y3_c0818A,TTX2.Y4_c0818A,XE1.Y1_c0818A,XE1.Y2_c0818A,XE1.Y3_c0818A,XE1.Y4_c0818A,XE2.Y1_c0818A,XE2.Y2_c0818A,XE2.Y3_c0818A,XE2.Y4_c0818A,TTX1.Y1_c0818C,TTX1.Y2_c0818C,TTX1.Y3_c0818C,TTX1.Y4_c0818C,TTX2.Y1_c0818C,TTX2.Y2_c0818C,TTX2.Y3_c0818C,TTX2.Y4_c0818C,XE1.Y1_c0818C,XE1.Y2_c0818C,XE1.Y3_c0818C,XE1.Y4_c0818C,XE2.Y1_c0818C,XE2.Y2_c0818C,XE2.Y3_c0818C,XE2.Y4_c0818C,TTX1.Y1_c0827A,TTX1.Y2_c0827A,TTX1.Y3_c0827A,TTX1.Y4_c0827A,TTX2.Y1_c0827A,TTX2.Y2_c0827A,TTX2.Y3_c0827A,TTX2.Y4_c0827A,XE1.Y1_c0827A,XE1.Y2_c0827A,XE1.Y3_c0827A,XE1.Y4_c0827A,XE2.Y1_c0827A,XE2.Y2_c0827A,XE2.Y3_c0827A,XE2.Y4_c0827A,TTX1.Y1_c0827B,TTX1.Y2_c0827B,TTX1.Y3_c0827B,TTX1.Y4_c0827B,TTX2.Y1_c0827B,TTX2.Y2_c0827B,TTX2.Y3_c0827B,TTX2.Y4_c0827B,XE1.Y1_c0827B,XE1.Y2_c0827B,XE1.Y3_c0827B,XE1.Y4_c0827B,XE2.Y1_c0827B,XE2.Y2_c0827B,XE2.Y3_c0827B,XE2.Y4_c0827B,TTX1.Y1_c0819A,TTX1.Y2_c0819A,TTX1.Y3_c0819A,TTX1.Y4_c0819A,TTX2.Y1_c0819A,TTX2.Y2_c0819A,TTX2.Y3_c0819A,TTX2.Y4_c0819A,XE1.Y1_c0819A,XE1.Y2_c0819A,XE1.Y3_c0819A,XE1.Y4_c0819A,XE2.Y1_c0819A,XE2.Y2_c0819A,XE2.Y3_c0819A,XE2.Y4_c0819A,TTX1.Y1_c0819B,TTX1.Y2_c0819B,TTX1.Y3_c0819B,TTX1.Y4_c0819B,TTX2.Y1_c0819B,TTX2.Y2_c0819B,TTX2.Y3_c0819B,TTX2.Y4_c0819B,XE1.Y1_c0819B,XE1.Y2_c0819B,XE1.Y3_c0819B,XE1.Y4_c0819B,XE2.Y1_c0819B,XE2.Y2_c0819B,XE2.Y3_c0819B,XE2.Y4_c0819B,TTX1.Y1_c0823A,TTX1.Y2_c0823A,TTX1.Y3_c0823A,TTX1.Y4_c0823A,TTX2.Y1_c0823A,TTX2.Y2_c0823A,TTX2.Y3_c0823A,TTX2.Y4_c0823A,XE1.Y1_c0823A,XE1.Y2_c0823A,XE1.Y3_c0823A,XE1.Y4_c0823A,XE2.Y1_c0823A,XE2.Y2_c0823A,XE2.Y3_c0823A,XE2.Y4_c0823A,TTX1.Y1_c0823B,TTX1.Y2_c0823B,TTX1.Y3_c0823B,TTX1.Y4_c0823B,TTX2.Y1_c0823B,TTX2.Y2_c0823B,TTX2.Y3_c0823B,TTX2.Y4_c0823B,XE1.Y1_c0823B,XE1.Y2_c0823B,XE1.Y3_c0823B,XE1.Y4_c0823B,XE2.Y1_c0823B,XE2.Y2_c0823B,XE2.Y3_c0823B,XE2.Y4_c0823B,TTX1.Y1_c0826A,TTX1.Y2_c0826A,TTX1.Y3_c0826A,TTX1.Y4_c0826A,TTX2.Y1_c0826A,TTX2.Y2_c0826A,TTX2.Y3_c0826A,TTX2.Y4_c0826A,XE1.Y1_c0826A,XE1.Y2_c0826A,XE1.Y3_c0826A,XE1.Y4_c0826A,XE2.Y1_c0826A,XE2.Y2_c0826A,XE2.Y3_c0826A,XE2.Y4_c0826A,TTX1.Y1_c0826B,TTX1.Y2_c0826B,TTX1.Y3_c0826B,TTX1.Y4_c0826B,TTX2.Y1_c0826B,TTX2.Y2_c0826B,TTX2.Y3_c0826B,TTX2.Y4_c0826B,XE1.Y1_c0826B,XE1.Y2_c0826B,XE1.Y3_c0826B,XE1.Y4_c0826B,XE2.Y1_c0826B,XE2.Y2_c0826B,XE2.Y3_c0826B,XE2.Y4_c0826B,TTX1.Y1_c0822A,TTX1.Y2_c0822A,TTX1.Y3_c0822A,TTX1.Y4_c0822A,TTX2.Y1_c0822A,TTX2.Y2_c0822A,TTX2.Y3_c0822A,TTX2.Y4_c0822A,XE1.Y1_c0822A,XE1.Y2_c0822A,XE1.Y3_c0822A,XE1.Y4_c0822A,XE2.Y1_c0822A,XE2.Y2_c0822A,XE2.Y3_c0822A,XE2.Y4_c0822A,TTX1.Y1_c0822B,TTX1.Y2_c0822B,TTX1.Y3_c0822B,TTX1.Y4_c0822B,TTX2.Y1_c0822B,TTX2.Y2_c0822B,TTX2.Y3_c0822B,TTX2.Y4_c0822B,XE1.Y1_c0822B,XE1.Y2_c0822B,XE1.Y3_c0822B,XE1.Y4_c0822B,XE2.Y1_c0822B,XE2.Y2_c0822B,XE2.Y3_c0822B,XE2.Y4_c0822B,TTX1.Y1_c0830A,TTX1.Y2_c0830A,TTX1.Y3_c0830A,TTX1.Y4_c0830A,TTX2.Y1_c0830A,TTX2.Y2_c0830A,TTX2.Y3_c0830A,TTX2.Y4_c0830A,XE1.Y1_c0830A,XE1.Y2_c0830A,XE1.Y3_c0830A,XE1.Y4_c0830A,XE2.Y1_c0830A,XE2.Y2_c0830A,XE2.Y3_c0830A,XE2.Y4_c0830A,TTX1.Y1_c0830B,TTX1.Y2_c0830B,TTX1.Y3_c0830B,TTX1.Y4_c0830B,TTX2.Y1_c0830B,TTX2.Y2_c0830B,TTX2.Y3_c0830B,TTX2.Y4_c0830B,XE1.Y1_c0830B,XE1.Y2_c0830B,XE1.Y3_c0830B,XE1.Y4_c0830B,XE2.Y1_c0830B,XE2.Y2_c0830B,XE2.Y3_c0830B,XE2.Y4_c0830B,TTX1.Y1_c0829A,TTX1.Y2_c0829A,TTX1.Y3_c0829A,TTX1.Y4_c0829A,TTX2.Y1_c0829A,TTX2.Y2_c0829A,TTX2.Y3_c0829A,TTX2.Y4_c0829A,XE1.Y1_c0829A,XE1.Y2_c0829A,XE1.Y3_c0829A,XE1.Y4_c0829A,XE2.Y1_c0829A,XE2.Y2_c0829A,XE2.Y3_c0829A,XE2.Y4_c0829A,TTX1.Y1_c0829B,TTX1.Y2_c0829B,TTX1.Y3_c0829B,TTX1.Y4_c0829B,TTX2.Y1_c0829B,TTX2.Y2_c0829B,TTX2.Y3_c0829B,TTX2.Y4_c0829B,XE1.Y1_c0829B,XE1.Y2_c0829B,XE1.Y3_c0829B,XE1.Y4_c0829B,XE2.Y1_c0829B,XE2.Y2_c0829B,XE2.Y3_c0829B,XE2.Y4_c0829B,TTX1.Y1_c0824A,TTX1.Y2_c0824A,TTX1.Y3_c0824A,TTX1.Y4_c0824A,TTX2.Y1_c0824A,TTX2.Y2_c0824A,TTX2.Y3_c0824A,TTX2.Y4_c0824A,XE1.Y1_c0824A,XE1.Y2_c0824A,XE1.Y3_c0824A,XE1.Y4_c0824A,XE2.Y1_c0824A,XE2.Y2_c0824A,XE2.Y3_c0824A,XE2.Y4_c0824A,TTX1.Y1_c0824B,TTX1.Y2_c0824B,TTX1.Y3_c0824B,TTX1.Y4_c0824B,TTX2.Y1_c0824B,TTX2.Y2_c0824B,TTX2.Y3_c0824B,TTX2.Y4_c0824B,XE1.Y1_c0824B,XE1.Y2_c0824B,XE1.Y3_c0824B,XE1.Y4_c0824B,XE2.Y1_c0824B,XE2.Y2_c0824B,XE2.Y3_c0824B,XE2.Y4_c0824B,TTX1.Y1_c0824C,TTX1.Y2_c0824C,TTX1.Y3_c0824C,TTX1.Y4_c0824C,TTX2.Y1_c0824C,TTX2.Y2_c0824C,TTX2.Y3_c0824C,TTX2.Y4_c0824C,XE1.Y1_c0824C,XE1.Y2_c0824C,XE1.Y3_c0824C,XE1.Y4_c0824C,XE2.Y1_c0824C,XE2.Y2_c0824C,XE2.Y3_c0824C,XE2.Y4_c0824C
-75,-45.16601563,-25.63476563,-7.32421875,-6.103515625,-28.07617188,-21.36230469,-7.32421875,-5.493164063,-20.14160156,-16.47949219,-4.8828125,-3.051757813,-20.14160156,-14.6484375,-5.493164063,-3.662109375,-108.6425781,-95.21484375,-67.13867188,-66.52832031,-118.4082031,-103.1494141,-65.91796875,-68.359375,-135.4980469,-113.5253906,-83.61816406,-76.29394531,-117.7978516,-98.87695313,-76.29394531,-73.85253906,-15.86914063,0.6103515625,26.24511719,25.02441406,-17.70019531,-1.831054688,20.14160156,18.31054688,-12.81738281,-1.220703125,17.08984375,15.25878906,-12.20703125,-2.44140625,13.42773438,15.86914063,-36.01074219,-14.03808594,1.831054688,3.662109375,-35.40039063,-12.20703125,-4.272460938,-3.662109375,-26.24511719,-12.20703125,-0.6103515625,0,-28.68652344,-15.25878906,-1.831054688,0,-123.2910156,-108.0322266,-83.61816406,-85.44921875,-120.2392578,-114.1357422,-79.95605469,-84.83886719,-144.6533203,-130.6152344,-101.9287109,-101.9287109,-172.1191406,-152.5878906,-110.4736328,-112.9150391,9.155273438,18.31054688,34.79003906,37.84179688,7.934570313,15.86914063,34.1796875,31.73828125,-15.25878906,-3.051757813,22.58300781,22.58300781,-13.42773438,-7.32421875,20.75195313,19.53125,-50.04882813,-25.63476563,28.68652344,31.73828125,-36.01074219,-19.53125,23.80371094,20.14160156,-113.5253906,-83.61816406,15.25878906,16.47949219,-49.43847656,-35.40039063,12.81738281,14.6484375,-45.16601563,-26.24511719,-1.220703125,0,-44.55566406,-23.80371094,0.6103515625,0,-40.28320313,-24.4140625,0,0,-35.40039063,-20.75195313,0,2.44140625,-32.34863281,-19.53125,7.934570313,10.37597656,-32.34863281,-14.6484375,13.42773438,10.37597656,-16.47949219,-32.34863281,9.765625,6.103515625,-14.6484375,-7.32421875,8.544921875,7.934570313,-58.59375,-37.23144531,-1.220703125,-2.44140625,-57.37304688,-36.01074219,-3.662109375,-2.44140625,-44.55566406,-31.73828125,-15.25878906,-15.25878906,-43.9453125,-33.56933594,-15.25878906,-15.25878906,-48.21777344,-28.68652344,2.44140625,-4.272460938,-45.77636719,-31.12792969,-1.831054688,0.6103515625,-35.40039063,-21.36230469,-3.051757813,-1.220703125,-31.12792969,-21.36230469,1.831054688,0,-75.68359375,-48.21777344,16.47949219,20.14160156,-76.29394531,-50.04882813,14.6484375,18.92089844,-103.1494141,-76.90429688,12.81738281,11.59667969,-59.20410156,-40.89355469,12.81738281,12.81738281,-23.19335938,-11.59667969,1.220703125,4.272460938,-23.80371094,-20.14160156,0,-1.220703125,-28.68652344,-16.47949219,-4.272460938,-4.272460938,-26.85546875,-22.58300781,-15.25878906,-14.03808594,-54.32128906,-24.4140625,31.73828125,30.51757813,-46.99707031,-27.46582031,28.68652344,31.73828125,-120.8496094,-84.83886719,22.58300781,25.02441406,-38.45214844,-27.46582031,23.19335938,23.19335938,-51.26953125,-36.01074219,-4.272460938,-2.44140625,-51.26953125,-36.01074219,-4.272460938,-7.32421875,-53.7109375,-37.84179688,-10.37597656,-11.59667969,-50.65917969,-39.0625,-9.155273438,-8.544921875,-92.7734375,-70.80078125,-11.59667969,-17.08984375,-85.44921875,-62.25585938,-11.59667969,-15.25878906,-102.5390625,-89.72167969,-18.92089844,-14.6484375,-75.68359375,-59.81445313,-12.20703125,-14.03808594,-32.95898438,-22.58300781,-11.59667969,-8.544921875,-32.34863281,-22.58300781,-9.765625,-12.20703125,-31.12792969,-21.36230469,-7.934570313,-13.42773438,-33.56933594,-22.58300781,-10.37597656,-10.37597656,-44.55566406,-31.73828125,-21.36230469,-19.53125,-40.89355469,-31.73828125,-20.75195313,-22.58300781,-35.40039063,-28.07617188,-19.53125,-16.47949219,-30.51757813,-29.90722656,-15.86914063,-18.92089844,-54.32128906,-50.65917969,-45.16601563,-45.77636719,-43.33496094,-42.11425781,-31.73828125,-29.90722656,-67.74902344,-61.03515625,-50.04882813,-51.26953125,-67.74902344,-59.81445313,-50.04882813,-47.60742188,-43.9453125,-20.14160156,27.46582031,25.63476563,-39.67285156,-16.47949219,26.85546875,21.97265625,-51.26953125,-21.97265625,25.02441406,26.85546875,-50.04882813,-22.58300781,21.97265625,21.97265625,-61.03515625,-59.20410156,-49.43847656,-43.9453125,-67.13867188,-59.81445313,-54.93164063,-53.7109375,-65.91796875,-59.81445313,-46.99707031,-50.04882813,-70.19042969,-68.96972656,-53.7109375,-54.93164063,-61.03515625,-10.37597656,34.79003906,34.79003906,-59.20410156,-8.544921875,28.07617188,34.1796875,-10.37597656,9.765625,30.51757813,31.12792969,-7.32421875,13.42773438,37.84179688,37.84179688,-21.36230469,-6.713867188,4.8828125,5.493164063,-21.36230469,-6.103515625,0.6103515625,3.051757813,-13.42773438,-4.8828125,3.662109375,5.493164063,-14.03808594,-4.8828125,3.662109375,4.8828125,-135.4980469,-123.2910156,-118.4082031,-120.2392578,-142.8222656,-130.0048828,-120.8496094,-122.0703125,-150.1464844,-147.0947266,-137.3291016,-136.71875,-153.1982422,-147.0947266,-144.6533203,-143.4326172
-70,-26.24511719,-11.59667969,3.662109375,1.831054688,-8.544921875,-4.272460938,3.051757813,1.831054688,-6.103515625,-6.713867188,1.220703125,0,-10.37597656,-7.934570313,1.220703125,0,-93.38378906,-84.22851563,-56.15234375,-53.7109375,-102.5390625,-91.55273438,-50.04882813,-48.828125,-118.4082031,-101.9287109,-70.80078125,-67.74902344,-107.421875,-85.44921875,-62.25585938,-61.03515625,25.02441406,43.33496094,56.76269531,55.54199219,29.90722656,43.9453125,55.54199219,57.98339844,22.58300781,34.79003906,46.38671875,43.9453125,28.68652344,37.23144531,47.60742188,46.38671875,-9.765625,7.32421875,9.155273438,9.765625,-16.47949219,-1.831054688,8.544921875,7.32421875,-10.98632813,0,6.713867188,10.37597656,-9.765625,0.6103515625,3.662109375,7.934570313,-79.95605469,-73.2421875,-50.04882813,-56.76269531,-86.66992188,-76.90429688,-52.49023438,-56.15234375,-120.2392578,-109.8632813,-81.17675781,-80.56640625,-139.7705078,-128.7841797,-86.05957031,-90.33203125,35.40039063,40.28320313,70.80078125,68.359375,38.45214844,43.9453125,68.96972656,69.58007813,12.81738281,24.4140625,51.26953125,50.65917969,17.70019531,28.07617188,55.54199219,51.87988281,-29.296875,-6.713867188,52.49023438,53.7109375,-15.86914063,-0.6103515625,43.9453125,44.55566406,-97.04589844,-67.13867188,44.55566406,38.45214844,-23.19335938,-12.20703125,39.0625,35.40039063,-33.56933594,-18.92089844,6.713867188,5.493164063,-29.90722656,-10.98632813,8.544921875,9.155273438,-25.63476563,-14.6484375,6.713867188,5.493164063,-21.36230469,-10.98632813,7.32421875,7.32421875,-23.80371094,-8.544921875,17.70019531,17.70019531,-20.14160156,-6.713867188,15.86914063,15.25878906,-9.155273438,-1.831054688,18.31054688,17.08984375,-4.272460938,4.272460938,17.08984375,17.70019531,-38.45214844,-20.75195313,5.493164063,8.544921875,-35.40039063,-19.53125,6.713867188,6.713867188,-29.296875,-23.80371094,-7.32421875,-6.713867188,-33.56933594,-25.02441406,-7.32421875,-7.32421875,-27.46582031,-10.98632813,12.20703125,13.42773438,-16.47949219,-6.713867188,14.6484375,12.20703125,-15.25878906,-7.32421875,9.765625,10.98632813,-12.20703125,-6.713867188,10.98632813,9.765625,-67.13867188,-40.28320313,-0.6103515625,10.37597656,-59.81445313,-38.45214844,22.58300781,24.4140625,-86.66992188,-62.86621094,21.97265625,21.97265625,-45.77636719,-36.01074219,22.58300781,20.14160156,17.08984375,25.02441406,34.1796875,30.51757813,20.14160156,26.24511719,28.68652344,29.296875,16.47949219,24.4140625,26.24511719,25.63476563,10.37597656,14.03808594,21.97265625,19.53125,-35.40039063,-10.37597656,34.79003906,36.62109375,-31.73828125,-12.20703125,32.95898438,37.23144531,-91.55273438,-62.86621094,26.85546875,28.68652344,-26.24511719,-15.86914063,31.12792969,27.46582031,-40.89355469,-28.68652344,0.6103515625,-0.6103515625,-39.0625,-27.46582031,-0.6103515625,0,-45.16601563,-33.56933594,-4.8828125,-6.713867188,-39.0625,-31.12792969,-3.662109375,-1.831054688,-84.83886719,-67.74902344,11.59667969,6.713867188,-71.41113281,-56.76269531,8.544921875,6.713867188,-83.61816406,-67.13867188,3.051757813,1.831054688,-68.359375,-56.76269531,8.544921875,7.32421875,-1.220703125,3.051757813,9.155273438,10.37597656,-7.32421875,4.8828125,9.155273438,9.765625,-9.765625,0.6103515625,6.713867188,4.272460938,-13.42773438,-4.8828125,3.662109375,4.8828125,-2.44140625,4.8828125,8.544921875,8.544921875,0,5.493164063,8.544921875,6.713867188,-4.272460938,4.272460938,7.32421875,7.32421875,-4.272460938,-0.6103515625,4.8828125,2.44140625,-38.45214844,-30.51757813,-15.25878906,-15.25878906,-32.95898438,-22.58300781,-4.272460938,-6.713867188,-49.43847656,-43.9453125,-21.36230469,-20.75195313,-54.32128906,-46.99707031,-20.75195313,-21.97265625,-25.63476563,-7.32421875,34.79003906,33.56933594,-17.08984375,-2.44140625,32.95898438,32.34863281,-26.85546875,-5.493164063,27.46582031,29.296875,-25.63476563,-1.831054688,33.56933594,32.34863281,-16.47949219,-23.19335938,-7.934570313,-7.934570313,-30.51757813,-25.02441406,-20.75195313,-14.6484375,-25.63476563,-19.53125,-7.934570313,-10.37597656,-34.79003906,-28.68652344,-17.70019531,-15.25878906,-19.53125,14.03808594,48.21777344,43.9453125,-17.70019531,20.14160156,42.11425781,42.11425781,7.934570313,24.4140625,50.65917969,56.15234375,16.47949219,30.51757813,51.26953125,48.21777344,3.662109375,7.32421875,15.86914063,15.25878906,-1.220703125,7.934570313,12.20703125,18.92089844,0,6.713867188,10.98632813,13.42773438,-1.220703125,4.8828125,12.81738281,10.98632813,-100.7080078,-87.890625,-83.0078125,-81.17675781,-99.48730469,-93.38378906,-83.61816406,-83.61816406,-108.0322266,-110.4736328,-108.0322266,-104.9804688,-117.1875,-111.0839844,-105.5908203,-107.421875
-65,-4.272460938,8.544921875,12.81738281,10.37597656,7.32421875,11.59667969,9.155273438,9.155273438,1.220703125,1.831054688,5.493164063,4.8828125,-1.220703125,-0.6103515625,4.272460938,4.8828125,-78.125,-70.19042969,-48.21777344,-46.38671875,-83.61816406,-68.359375,-35.40039063,-40.89355469,-108.6425781,-86.05957031,-54.93164063,-54.32128906,-97.65625,-76.90429688,-46.99707031,-48.828125,61.64550781,72.63183594,83.61816406,84.22851563,73.2421875,86.05957031,90.33203125,87.890625,61.03515625,68.96972656,69.58007813,70.80078125,75.68359375,78.125,76.29394531,78.73535156,7.934570313,23.19335938,14.03808594,15.25878906,11.59667969,20.14160156,15.25878906,15.25878906,-1.220703125,14.03808594,14.6484375,12.81738281,0.6103515625,10.98632813,10.37597656,11.59667969,-42.11425781,-34.79003906,-23.80371094,-21.97265625,-46.99707031,-39.67285156,-22.58300781,-25.63476563,-91.55273438,-80.56640625,-52.49023438,-53.10058594,-108.6425781,-98.87695313,-62.86621094,-63.4765625,61.03515625,68.96972656,92.7734375,92.16308594,65.30761719,71.41113281,97.04589844,93.99414063,39.0625,52.49023438,81.17675781,78.125,46.38671875,56.15234375,84.83886719,80.56640625,-9.765625,4.272460938,73.2421875,71.41113281,-1.831054688,12.81738281,64.69726563,70.19042969,-65.30761719,-39.67285156,61.03515625,61.03515625,-5.493164063,3.662109375,57.37304688,56.76269531,-15.25878906,-1.831054688,14.6484375,13.42773438,-9.765625,3.051757813,17.08984375,13.42773438,-13.42773438,-6.103515625,12.81738281,14.6484375,-9.155273438,-1.220703125,12.20703125,14.03808594,-4.272460938,5.493164063,28.07617188,25.02441406,1.831054688,9.155273438,26.85546875,18.31054688,0.6103515625,9.155273438,23.19335938,23.19335938,6.713867188,10.98632813,21.36230469,26.24511719,-17.08984375,-3.662109375,17.70019531,17.08984375,-17.08984375,-3.662109375,17.70019531,16.47949219,-15.25878906,-11.59667969,2.44140625,3.662109375,-13.42773438,-6.713867188,1.831054688,3.662109375,-0.6103515625,11.59667969,23.19335938,18.92089844,3.662109375,15.25878906,28.07617188,26.85546875,3.662109375,12.20703125,21.36230469,21.97265625,9.155273438,15.86914063,24.4140625,22.58300781,-51.26953125,-30.51757813,31.73828125,33.56933594,-45.77636719,-28.68652344,31.12792969,31.73828125,-71.41113281,-53.10058594,29.296875,30.51757813,-35.40039063,-28.07617188,31.73828125,27.46582031,54.32128906,59.20410156,61.03515625,59.81445313,60.42480469,61.64550781,62.25585938,61.64550781,46.99707031,45.77636719,54.32128906,53.10058594,48.828125,54.32128906,50.04882813,51.26953125,-21.36230469,-3.051757813,39.67285156,40.89355469,-6.713867188,3.051757813,38.45214844,34.79003906,-70.80078125,-42.11425781,27.46582031,31.12792969,-10.98632813,-4.8828125,32.95898438,33.56933594,-26.85546875,-21.97265625,4.272460938,3.662109375,-26.85546875,-18.92089844,3.051757813,1.220703125,-34.1796875,-26.85546875,-2.44140625,-1.220703125,-29.90722656,-20.75195313,-1.831054688,-1.220703125,-65.91796875,-48.828125,20.14160156,18.92089844,-53.10058594,-39.0625,26.85546875,25.02441406,-67.74902344,-62.25585938,20.75195313,21.97265625,-49.43847656,-37.23144531,30.51757813,28.07617188,28.68652344,32.34863281,28.68652344,31.73828125,20.75195313,27.46582031,25.02441406,26.85546875,13.42773438,21.36230469,22.58300781,23.80371094,10.98632813,18.92089844,20.14160156,18.92089844,48.21777344,46.99707031,37.23144531,39.67285156,48.21777344,47.60742188,34.1796875,36.01074219,28.68652344,31.12792969,26.24511719,26.85546875,26.85546875,29.296875,27.46582031,27.46582031,-23.19335938,-14.03808594,4.272460938,6.103515625,-15.25878906,-6.713867188,12.81738281,12.81738281,-36.01074219,-28.68652344,-0.6103515625,0.6103515625,-33.56933594,-26.24511719,4.272460938,3.662109375,-5.493164063,9.155273438,35.40039063,36.01074219,6.713867188,16.47949219,39.0625,39.0625,-2.44140625,12.20703125,32.34863281,32.34863281,-6.713867188,12.20703125,37.23144531,34.79003906,23.80371094,25.02441406,24.4140625,24.4140625,16.47949219,22.58300781,15.86914063,19.53125,9.765625,9.765625,25.02441406,23.80371094,11.59667969,17.70019531,26.24511719,26.85546875,9.155273438,40.89355469,45.16601563,50.65917969,13.42773438,48.21777344,54.32128906,54.32128906,31.73828125,52.49023438,59.20410156,58.59375,36.62109375,54.93164063,59.81445313,56.15234375,22.58300781,28.68652344,24.4140625,27.46582031,22.58300781,31.73828125,25.02441406,21.97265625,12.81738281,21.36230469,24.4140625,21.97265625,13.42773438,17.08984375,20.75195313,20.75195313,-63.4765625,-54.32128906,-51.26953125,-50.65917969,-62.25585938,-51.26953125,-52.49023438,-56.76269531,-73.85253906,-68.359375,-67.13867188,-68.96972656,-72.63183594,-70.19042969,-69.58007813,-69.58007813
