subslice,group,sex,-25,-30,-35,-40,-45,-50,-55,-60,-65,-70,-75
c0799A,ctrl,F,9.918212902,21.66748044,18.15795899,21.2097168,19.22607423,10.52856446,9.002685548,4.119873043,1.63E-09,-6.86645508,-9.918212896
c0799B,ctrl,F,7.019042958,20.59936524,21.66748047,18.31054688,20.44677734,10.83374023,15.56396485,-2.136230468,8.697509763,-2.89916994,-0.457763655
c0818A,ctrl,F,3.5095215,22.27783208,10.68115235,12.96997068,-7.78198245,3.0517578,-3.509521472,3.509521482,5.340576168,1.6784668,9.307861331
c0818C,ctrl,F,-2.136230475,14.1906738,10.52856445,13.12255861,-1.8310547,4.577636738,4.119873044,9.002685554,17.24243164,27.46582031,26.39770507
c0850A,ctrl,F,27.77099611,30.9753418,24.2614746,28.22875977,22.27783203,12.51220703,5.340576172,-1.525878905,-9.61303711,-10.52856446,-11.90185547
c0850B,ctrl,F,-3.5095215,-7.629394475,-18.3105469,-8.392333975,-7.781982385,-4.272460958,-0.152587887,-3.509521485,1.220703123,7.019042967,7.629394531
c0850C,ctrl,F,4.272460975,7.17163085,8.85009765,7.93457032,6.103515625,1.22070312,-3.204345705,-2.593994145,-7.019042966,-9.30786133,-8.850097658
c0812A,ctrl,M,6.103515625,7.47680665,10.68115228,18.15795897,8.85009767,10.98632813,9.613037109,13.73291016,19.53125,14.8010254,10.22338867
c0822A,ctrl,M,1.83105468,7.93457031,8.697509765,19.22607422,10.68115235,11.44409179,7.476806642,3.356933595,5.035400395,-4.425048829,3.051757812
c0822B,ctrl,M,8.23974605,17.08984378,21.3623047,14.64843755,14.64843752,13.42773439,11.74926758,5.18798828,4.425048825,1.98364258,-0.457763669
c0824A,ctrl,M,19.53125,32.3486328,21.66748048,24.87182618,19.3786621,18.76831054,7.01904297,-5.64575195,-8.697509766,-13.12255859,-34.79003906
c0824B,ctrl,M,14.49584963,14.34326173,18.92089844,30.51757816,23.95629885,20.59936524,18.15795899,10.07080079,7.476806643,-1.678466795,-3.662109375
c0824C,ctrl,M,7.62939455,9.460449225,3.967285225,7.019043,17.08984377,5.03540039,-5.645751952,-3.814697268,-2.593994143,-7.324218755,-3.66210935
c0829A,ctrl,M,-5.187988275,0.610351542,6.408691445,22.58300783,15.10620117,12.05444336,3.814697267,1.220703124,-0.305175785,-0.915527345,4.8828125
c0829B,ctrl,M,15.41137693,3.356933575,16.1743164,14.95361333,16.63208005,7.476806625,8.239746123,4.119873045,14.19067383,3.356933596,3.509521483
c0830A,ctrl,M,32.04345705,48.82812498,50.20141605,49.89624023,36.315918,36.46850587,30.05981448,18.0053711,9.002685548,0.610351563,-2.89916992
c0830B,ctrl,M,-0.457763675,-12.20703125,-26.70288086,-21.66748047,-18.61572266,-9.91821289,-5.00E-10,5.645751952,9.307861331,6.713867179,4.8828125
c0861A,ctrl,M,9.46044925,14.03808595,27.31323247,35.24780271,26.85546877,13.42773438,7.01904297,-9.765625001,-13.58032227,-19.68383789,-23.80371093
c0861B,ctrl,M,5.645751953,10.83374023,5.340576168,4.577636718,4.8828125,1.373291015,7.629394532,-0.305175781,1.373291016,1.678466798,-2.441406249
c0874A,ctrl,M,8.69750975,25.32958988,44.55566403,39.36767578,40.58837891,32.04345702,22.43041992,16.17431641,5.340576171,2.28881836,7.934570311
c0798A,expt,F,25.48217773,27.61840823,13.42773435,37.07885745,25.93994143,17.08984375,12.05444335,3.35693365,-10.22338867,-5.645751953,-8.544921875
c0798B,expt,F,12.20703125,18.61572265,17.85278322,14.34326174,23.49853517,12.05444336,14.34326172,10.68115235,7.019042969,-1.678466797,-3.814697268
c0819A,expt,F,14.64843755,13.27514647,20.90454101,12.9699707,9.155273433,4.425048825,-2.746582033,-8.544921876,-12.9699707,-14.6484375,-21.66748047
c0819B,expt,F,17.08984375,10.52856445,6.71386715,8.239746128,1.068115207,5.95092773,0.762939458,3.81469727,-4.425048833,-7.781982423,-10.98632812
